;Natasha_no_hyphen1;Tokens;Lemmas;wh_words;wh_dicts
6532;Откуда в твоей, Поттер, памяти этот человек и эта комната?;13;[{'ADV': 'откуда'}, {'ADP': 'в'}, {'DET': 'твой'}, {'PUNCT': ','}, {'PROPN': 'поттер'}, {'PUNCT': ','}, {'NOUN': 'память'}, {'DET': 'этот'}, {'NOUN': 'человек'}, {'CCONJ': 'и'}, {'DET': 'этот'}, {'NOUN': 'комната'}, {'PUNCT': '?'}];откуда;[{'ADV': 'откуда'}]
6534;Поттер, ты ведь помнишь, для чего мы здесь, не так ли?;15;[{'PROPN': 'поттер'}, {'PUNCT': ','}, {'PRON': 'ты'}, {'PART': 'ведь'}, {'VERB': 'помнить'}, {'PUNCT': ','}, {'ADP': 'для'}, {'PRON': 'что'}, {'PRON': 'мы'}, {'ADV': 'здесь'}, {'PUNCT': ','}, {'PART': 'не'}, {'ADV': 'так'}, {'PART': 'ли'}, {'PUNCT': '?'}];что;[{'PRON': 'что'}]
6535;Не забыл, почему мне приходится отдавать этой нудной работе свое свободное время?;14;[{'PART': 'не'}, {'VERB': 'забыть'}, {'PUNCT': ','}, {'ADV': 'почему'}, {'PRON': 'я'}, {'VERB': 'приходиться'}, {'VERB': 'отдавать'}, {'DET': 'этот'}, {'ADJ': 'нудный'}, {'NOUN': 'работа'}, {'DET': 'свой'}, {'ADJ': 'свободный'}, {'NOUN': 'время'}, {'PUNCT': '?'}];почему;[{'ADV': 'почему'}]
6536;Итак, Поттер, для чего мы здесь?;9;[{'ADV': 'итак'}, {'PUNCT': ','}, {'PROPN': 'поттер'}, {'PUNCT': ','}, {'ADP': 'для'}, {'PRON': 'что'}, {'PRON': 'мы'}, {'ADV': 'здесь'}, {'PUNCT': '?'}];что;[{'PRON': 'что'}]
6537;Сколько раз за последнее время ты видел во сне Черного Лорда?;12;[{'NUM': 'сколько'}, {'NOUN': 'раз'}, {'ADP': 'за'}, {'ADJ': 'последний'}, {'NOUN': 'время'}, {'PRON': 'ты'}, {'VERB': 'видеть'}, {'ADP': 'в'}, {'NOUN': 'сон'}, {'PROPN': 'черный'}, {'PROPN': 'лорд'}, {'PUNCT': '?'}];сколько;[{'NUM': 'сколько'}]
6538;Может быть, – холодные черные глаза Злея сузились, – тебе нравятся эти сны, Поттер?;18;[{'VERB': 'мочь'}, {'VERB': 'быть'}, {'PUNCT': ','}, {'PUNCT': '–'}, {'ADJ': 'холодный'}, {'ADJ': 'черный'}, {'NOUN': 'глаз'}, {'PROPN': 'злея'}, {'VERB': 'сузиться'}, {'PUNCT': ','}, {'PUNCT': '–'}, {'PRON': 'ты'}, {'VERB': 'нравиться'}, {'DET': 'этот'}, {'NOUN': 'сон'}, {'PUNCT': ','}, {'PROPN': 'поттер'}, {'PUNCT': '?'}];0;0
6539;Может быть, благодаря им ты чувствуешь себя особенным?;10;[{'VERB': 'мочь'}, {'VERB': 'быть'}, {'PUNCT': ','}, {'ADP': 'благодаря'}, {'PRON': 'они'}, {'PRON': 'ты'}, {'VERB': 'чувствовать'}, {'PRON': 'себя'}, {'ADJ': 'особенный'}, {'PUNCT': '?'}];0;0
6541;А чье это дело?;5;[{'CCONJ': 'а'}, {'DET': 'чей'}, {'DET': 'это'}, {'NOUN': 'дело'}, {'PUNCT': '?'}];чей;[{'DET': 'чей'}]
6543;Я ведь, кажется, не говорил, что можно использовать заградительное заклятие?;14;[{'PRON': 'я'}, {'PART': 'ведь'}, {'PUNCT': ','}, {'VERB': 'казаться'}, {'PUNCT': ','}, {'PART': 'не'}, {'VERB': 'говорить'}, {'PUNCT': ','}, {'SCONJ': 'что'}, {'ADV': 'можно'}, {'VERB': 'использовать'}, {'ADJ': 'заградительный'}, {'NOUN': 'заклятие'}, {'PUNCT': '?'}];что;[{'SCONJ': 'что'}]
6544;Попробуем еще раз?;4;[{'VERB': 'попробовать'}, {'ADV': 'еще'}, {'NOUN': 'раз'}, {'PUNCT': '?'}];0;0
6545;Нужно идти дальше… но куда?;7;[{'ADJ': 'нужный'}, {'VERB': 'идти'}, {'ADV': 'далекий'}, {'PUNCT': '…'}, {'CCONJ': 'но'}, {'ADV': 'куда'}, {'PUNCT': '?'}];куда;[{'ADV': 'куда'}]
6546;Может, вы мне кое-что объясните,сэр?;9;[{'VERB': 'мочь'}, {'PUNCT': ','}, {'PRON': 'вы'}, {'PRON': 'я'}, {'VERB': 'кое-что'}, {'VERB': 'объяснить'}, {'PUNCT': ','}, {'NOUN': 'сэр'}, {'PUNCT': '?'}];0;0
6547;Почему вы называете Вольдеморта Черный Лорд?;7;[{'ADV': 'почему'}, {'PRON': 'вы'}, {'VERB': 'называть'}, {'PROPN': 'вольдеморт'}, {'PROPN': 'черный'}, {'PROPN': 'лорд'}, {'PUNCT': '?'}];почему;[{'ADV': 'почему'}]
6548;Что за?;3;[{'PRON': 'что'}, {'ADP': 'за'}, {'PUNCT': '?'}];что;[{'PRON': 'что'}]
6549;Поттер, по дороге сюда ты видел что-нибудь необычное?;10;[{'PROPN': 'поттер'}, {'PUNCT': ','}, {'ADP': 'по'}, {'NOUN': 'дорога'}, {'ADV': 'сюда'}, {'PRON': 'ты'}, {'VERB': 'видеть'}, {'PRON': 'что-нибудь'}, {'ADJ': 'необычный'}, {'PUNCT': '?'}];0;0
6550;Неужели вы не сознавали, к чему идет дело?;10;[{'PART': 'неужели'}, {'PRON': 'вы'}, {'PART': 'не'}, {'VERB': 'сознавать'}, {'PUNCT': ','}, {'ADP': 'к'}, {'PRON': 'что'}, {'VERB': 'идти'}, {'NOUN': 'дело'}, {'PUNCT': '?'}];что;[{'PRON': 'что'}]
6551;Конечно, вам не под силу предсказать и погоду на завтра, но не понять, что увольнение неизбежно?;20;[{'ADV': 'конечно'}, {'PUNCT': ','}, {'PRON': 'вы'}, {'PART': 'не'}, {'ADP': 'под'}, {'NOUN': 'сила'}, {'VERB': 'предсказать'}, {'CCONJ': 'и'}, {'NOUN': 'погода'}, {'ADP': 'на'}, {'NOUN': 'завтра'}, {'PUNCT': ','}, {'CCONJ': 'но'}, {'PART': 'не'}, {'VERB': 'понять'}, {'PUNCT': ','}, {'SCONJ': 'что'}, {'NOUN': 'увольнение'}, {'ADJ': 'неизбежный'}, {'PUNCT': '?'}];что;[{'SCONJ': 'что'}]
6552;С такими низкими результатами проверки и отсутствием каких-либо улучшений?;10;[{'ADP': 'с'}, {'DET': 'такой'}, {'ADJ': 'низкий'}, {'NOUN': 'результат'}, {'NOUN': 'проверка'}, {'CCONJ': 'и'}, {'NOUN': 'отсутствие'}, {'DET': 'какой-либо'}, {'NOUN': 'улучшение'}, {'PUNCT': '?'}];0;0
6553;Неужели, профессор Макгонаголл?;5;[{'INTJ': 'неужели'}, {'PUNCT': ','}, {'NOUN': 'профессор'}, {'PROPN': 'макгонаголл'}, {'PUNCT': '?'}];0;0
6554;И кто же дал вам право делать подобные заявления?;10;[{'CCONJ': 'и'}, {'PRON': 'кто'}, {'PART': 'же'}, {'VERB': 'дать'}, {'PRON': 'вы'}, {'NOUN': 'право'}, {'VERB': 'делать'}, {'ADJ': 'подобный'}, {'NOUN': 'заявление'}, {'PUNCT': '?'}];кто;[{'PRON': 'кто'}]
6555;Вы, профессор Думбльдор?;5;[{'PRON': 'вы'}, {'PUNCT': ','}, {'NOUN': 'профессор'}, {'PROPN': 'думбльдор'}, {'PUNCT': '?'}];0;0
6556;Профессор Макгонаголл, могу ли я попросить вас проводить Сибиллу наверх?;12;[{'PROPN': 'профессор'}, {'PROPN': 'макгонаголл'}, {'PUNCT': ','}, {'VERB': 'мочь'}, {'PART': 'ли'}, {'PRON': 'я'}, {'VERB': 'попросить'}, {'PRON': 'вы'}, {'VERB': 'проводить'}, {'PROPN': 'сибилла'}, {'ADV': 'наверх'}, {'PUNCT': '?'}];0;0
6557;Что же, – осведомилась она громким шепотом, разнесшимся по всему вестибюлю, – вы будете с нею делать, когда я назначу нового преподавателя прорицания?;28;[{'PRON': 'что'}, {'PART': 'же'}, {'PUNCT': ','}, {'PUNCT': '–'}, {'VERB': 'осведомиться'}, {'PRON': 'она'}, {'ADJ': 'громкий'}, {'NOUN': 'шепот'}, {'PUNCT': ','}, {'VERB': 'разнестись'}, {'ADP': 'по'}, {'DET': 'весь'}, {'ADJ': 'вестибюль'}, {'PUNCT': ','}, {'PUNCT': '–'}, {'PRON': 'вы'}, {'AUX': 'быть'}, {'ADP': 'с'}, {'PRON': 'она'}, {'VERB': 'делать'}, {'PUNCT': ','}, {'SCONJ': 'когда'}, {'PRON': 'я'}, {'VERB': 'назначить'}, {'ADJ': 'новый'}, {'NOUN': 'преподаватель'}, {'NOUN': 'прорицание'}, {'PUNCT': '?'}];"что; когда";[{'PRON': 'что'}, {'SCONJ': 'когда'}]
6558;Ему ведь потребуется ее жилье?;6;[{'PRON': 'он'}, {'PART': 'ведь'}, {'VERB': 'потребоваться'}, {'DET': 'ее'}, {'NOUN': 'жилье'}, {'PUNCT': '?'}];0;0
6559;Вы нашли?;3;[{'PRON': 'вы'}, {'VERB': 'найти'}, {'PUNCT': '?'}];0;0
6560;–Вы?Позвольте напомнить, Думбльдор, что, согласно указу об образовании за номером двадцать два…;19;[{'PUNCT': '–'}, {'PRON': 'вы'}, {'PUNCT': '?'}, {'VERB': 'позволить'}, {'VERB': 'напомнить'}, {'PUNCT': ','}, {'PROPN': 'думбльдор'}, {'PUNCT': ','}, {'PRON': 'что'}, {'PUNCT': ','}, {'ADP': 'согласно'}, {'NOUN': 'указ'}, {'ADP': 'о'}, {'NOUN': 'образование'}, {'ADP': 'за'}, {'NOUN': 'номер'}, {'NUM': 'двадцать'}, {'NUM': 'два'}, {'PUNCT': '…'}];что;[{'PRON': 'что'}]
6561;Глава двадцать седьмая Кентавр и гнида – Ну, Гермиона, жалеешь теперь, что бросила прорицание?;18;[{'NOUN': 'глава'}, {'NUM': 'двадцать'}, {'ADJ': 'седьмой'}, {'PROPN': 'кентавр'}, {'CCONJ': 'и'}, {'NOUN': 'гнида'}, {'PUNCT': '–'}, {'PART': 'ну'}, {'PUNCT': ','}, {'PROPN': 'гермиона'}, {'PUNCT': ','}, {'VERB': 'жалеть'}, {'ADV': 'теперь'}, {'PUNCT': ','}, {'SCONJ': 'что'}, {'VERB': 'бросить'}, {'NOUN': 'прорицание'}, {'PUNCT': '?'}];что;[{'SCONJ': 'что'}]
6562;Но вы же вроде бы страшно переживали за Трелони?;10;[{'CCONJ': 'но'}, {'PRON': 'вы'}, {'PART': 'же'}, {'ADV': 'вроде'}, {'PART': 'бы'}, {'ADV': 'страшно'}, {'VERB': 'переживать'}, {'ADP': 'за'}, {'PROPN': 'трелонь'}, {'PUNCT': '?'}];0;0
6563;Как она?;3;[{'ADV': 'как'}, {'PRON': 'она'}, {'PUNCT': '?'}];как;[{'ADV': 'как'}]
6564;Нам разве не в Северную башню?;7;[{'PRON': 'мы'}, {'PART': 'разве'}, {'PART': 'не'}, {'ADP': 'в'}, {'ADJ': 'северный'}, {'NOUN': 'башня'}, {'PUNCT': '?'}];0;0
6565;Что, по-твоему, Фиренце должен карабкаться через люк?;10;[{'PRON': 'что'}, {'PUNCT': ','}, {'ADV': 'по-твоему'}, {'PUNCT': ','}, {'PROPN': 'фиренц'}, {'ADJ': 'должный'}, {'VERB': 'карабкаться'}, {'ADP': 'через'}, {'NOUN': 'люк'}, {'PUNCT': '?'}];что;[{'PRON': 'что'}]
6566;Что это?;3;[{'PRON': 'что'}, {'PRON': 'это'}, {'PUNCT': '?'}];что;[{'PRON': 'что'}]
6567;Простите, э-э… сэр, – еле слышно выдохнула Парвати, поднимая руку, – но почему?;19;[{'VERB': 'простить'}, {'PUNCT': ','}, {'VERB': 'э-э'}, {'PUNCT': '…'}, {'NOUN': 'сэр'}, {'PUNCT': ','}, {'PUNCT': '–'}, {'PART': 'еле'}, {'ADJ': 'слышный'}, {'NOUN': 'выдохнуть'}, {'PROPN': 'парвати'}, {'PUNCT': ','}, {'VERB': 'поднимать'}, {'NOUN': 'рука'}, {'PUNCT': ','}, {'PUNCT': '–'}, {'CCONJ': 'но'}, {'ADV': 'почему'}, {'PUNCT': '?'}];почему;[{'ADV': 'почему'}]
6569;Так васмного?;3;[{'ADV': 'так'}, {'ADV': 'васмного'}, {'PUNCT': '?'}];0;0
6570;Вас что, Огрид выращивает, как тестралей?;9;[{'PRON': 'вы'}, {'SCONJ': 'что'}, {'PUNCT': ','}, {'PROPN': 'огрид'}, {'VERB': 'выращивать'}, {'PUNCT': ','}, {'SCONJ': 'как'}, {'ADJ': 'тестралея'}, {'PUNCT': '?'}];"что; как";[{'SCONJ': 'что'}, {'SCONJ': 'как'}]
6571;Скажите, сэр… а почему вас изгнали другие кентавры?;11;[{'VERB': 'сказать'}, {'PUNCT': ','}, {'NOUN': 'сэр'}, {'PUNCT': '…'}, {'CCONJ': 'а'}, {'ADV': 'почему'}, {'PRON': 'вы'}, {'VERB': 'изгнать'}, {'ADJ': 'другой'}, {'NOUN': 'кентавр'}, {'PUNCT': '?'}];почему;[{'ADV': 'почему'}]
6572;Интересно, это Бейн ударил Фиренце в грудь?;9;[{'ADJ': 'интересный'}, {'PUNCT': ','}, {'PRON': 'это'}, {'PROPN': 'бейн'}, {'VERB': 'ударить'}, {'PROPN': 'фиренц'}, {'ADP': 'в'}, {'NOUN': 'грудь'}, {'PUNCT': '?'}];0;0
6574;Как-то у него все размыто, да?;8;[{'ADV': 'как-то'}, {'ADP': 'у'}, {'PRON': 'он'}, {'PRON': 'весь'}, {'VERB': 'размыть'}, {'PUNCT': ','}, {'PART': 'да'}, {'PUNCT': '?'}];0;0
6575;Гарри Поттер, ты – друг Огрида, верно?;10;[{'PROPN': 'гарри'}, {'PROPN': 'поттер'}, {'PUNCT': ','}, {'PRON': 'ты'}, {'PUNCT': '–'}, {'NOUN': 'друг'}, {'PROPN': 'огрид'}, {'PUNCT': ','}, {'ADV': 'верно'}, {'PUNCT': '?'}];0;0
6576;Попытки не увенчаются успехом?;5;[{'NOUN': 'попытка'}, {'PART': 'не'}, {'VERB': 'увенчаться'}, {'NOUN': 'успех'}, {'PUNCT': '?'}];0;0
6577;Но… какие попытки?;5;[{'CCONJ': 'но'}, {'PUNCT': '…'}, {'DET': 'какой'}, {'NOUN': 'попытка'}, {'PUNCT': '?'}];какой;[{'DET': 'какой'}]
6578;Огрид, во что ты ввязался?;7;[{'PROPN': 'огрид'}, {'PUNCT': ','}, {'ADP': 'в'}, {'PRON': 'что'}, {'PRON': 'ты'}, {'VERB': 'ввязаться'}, {'PUNCT': '?'}];что;[{'PRON': 'что'}]
6579;А онии правдамилые, да?;6;[{'CCONJ': 'а'}, {'ADV': 'онии'}, {'NOUN': 'правдамилый'}, {'PUNCT': ','}, {'PART': 'да'}, {'PUNCT': '?'}];0;0
6580;Почему ты?;3;[{'ADV': 'почему'}, {'PRON': 'ты'}, {'PUNCT': '?'}];почему;[{'ADV': 'почему'}]
6581;В чем дело?;4;[{'ADP': 'в'}, {'PRON': 'что'}, {'NOUN': 'дело'}, {'PUNCT': '?'}];что;[{'PRON': 'что'}]
6582;Что случилось, Добби?;5;[{'PRON': 'что'}, {'VERB': 'случиться'}, {'PUNCT': ','}, {'PROPN': 'добби'}, {'PUNCT': '?'}];что;[{'PRON': 'что'}]
6583;Кто «она», Добби?;7;[{'PRON': 'кто'}, {'PUNCT': '«'}, {'PRON': 'она'}, {'PUNCT': '»'}, {'PUNCT': ','}, {'PROPN': 'добби'}, {'PUNCT': '?'}];кто;[{'PRON': 'кто'}]
6585;Но что она?;4;[{'CCONJ': 'но'}, {'PRON': 'что'}, {'PRON': 'она'}, {'PUNCT': '?'}];что;[{'PRON': 'что'}]
6587;Она ведь не узнала про… про это… про нас… про Д. А. ?;18;[{'PRON': 'она'}, {'PART': 'ведь'}, {'PART': 'не'}, {'VERB': 'узнать'}, {'ADP': 'про'}, {'PUNCT': '…'}, {'ADP': 'про'}, {'PRON': 'это'}, {'PUNCT': '…'}, {'ADP': 'про'}, {'PRON': 'мы'}, {'PUNCT': '…'}, {'ADP': 'про'}, {'PROPN': 'д'}, {'PUNCT': '.'}, {'PROPN': 'а'}, {'PUNCT': '.'}, {'PUNCT': '?'}];0;0
6588;Она идет сюда?;4;[{'PRON': 'она'}, {'VERB': 'идти'}, {'ADV': 'сюда'}, {'PUNCT': '?'}];0;0
6589;ЧЕГО ВЫ ЖДЕТЕ?;4;[{'PROPN': 'чего'}, {'PROPN': 'вы'}, {'VERB': 'ждать'}, {'PUNCT': '?'}];0;0
6590;Вот как?;3;[{'PART': 'вот'}, {'ADV': 'как'}, {'PUNCT': '?'}];как;[{'ADV': 'как'}]
6591;Надо думать, тебе известно, почему ты здесь?;10;[{'ADV': 'надо'}, {'VERB': 'думать'}, {'PUNCT': ','}, {'PRON': 'ты'}, {'ADJ': 'известный'}, {'PUNCT': ','}, {'ADV': 'почему'}, {'PRON': 'ты'}, {'ADV': 'здесь'}, {'PUNCT': '?'}];почему;[{'ADV': 'почему'}]
6593;Не знаешь, почему тебя сюда привели?;8;[{'PART': 'не'}, {'VERB': 'знать'}, {'PUNCT': ','}, {'ADV': 'почему'}, {'PRON': 'ты'}, {'ADV': 'сюда'}, {'VERB': 'привести'}, {'PUNCT': '?'}];почему;[{'ADV': 'почему'}]
6594;Стало быть, ты понятия не имеешь, – голос Фуджа источал сарказм, – почему профессор Кхембридж привела тебя сюда?;22;[{'VERB': 'стать'}, {'VERB': 'быть'}, {'PUNCT': ','}, {'PRON': 'ты'}, {'NOUN': 'понятие'}, {'PART': 'не'}, {'VERB': 'иметь'}, {'PUNCT': ','}, {'PUNCT': '–'}, {'NOUN': 'голос'}, {'PROPN': 'фуджа'}, {'VERB': 'источать'}, {'NOUN': 'сарказм'}, {'PUNCT': ','}, {'PUNCT': '–'}, {'ADV': 'почему'}, {'NOUN': 'профессор'}, {'PROPN': 'кхембридж'}, {'VERB': 'привести'}, {'PRON': 'ты'}, {'ADV': 'сюда'}, {'PUNCT': '?'}];почему;[{'ADV': 'почему'}]
6595;И не знаешь, что нарушил школьные правила?;9;[{'CCONJ': 'и'}, {'PART': 'не'}, {'VERB': 'знать'}, {'PUNCT': ','}, {'SCONJ': 'что'}, {'VERB': 'нарушить'}, {'ADJ': 'школьный'}, {'NOUN': 'правило'}, {'PUNCT': '?'}];что;[{'SCONJ': 'что'}]
6596;Школьные правила?;3;[{'ADJ': 'школьный'}, {'NOUN': 'правило'}, {'PUNCT': '?'}];0;0
6597;Значит, тебе неизвестно, – продолжал Фудж невнятным от гнева голосом, – что в школе обнаружено нелегальное ученическое общество?;22;[{'VERB': 'значить'}, {'PUNCT': ','}, {'PRON': 'ты'}, {'ADJ': 'неизвестный'}, {'PUNCT': ','}, {'PUNCT': '–'}, {'VERB': 'продолжать'}, {'PROPN': 'фудж'}, {'NOUN': 'невнятный'}, {'ADP': 'от'}, {'NOUN': 'гнев'}, {'NOUN': 'голос'}, {'PUNCT': ','}, {'PUNCT': '–'}, {'SCONJ': 'что'}, {'ADP': 'в'}, {'NOUN': 'школа'}, {'VERB': 'обнаружить'}, {'ADJ': 'нелегальный'}, {'ADJ': 'ученический'}, {'NOUN': 'общество'}, {'PUNCT': '?'}];что;[{'SCONJ': 'что'}]
6598;Что может быть лучше хорошего свидетеля, не так ли, Думбльдор?;13;[{'PRON': 'что'}, {'VERB': 'мочь'}, {'AUX': 'быть'}, {'ADJ': 'лучше'}, {'ADJ': 'хороший'}, {'NOUN': 'свидетель'}, {'PUNCT': ','}, {'PART': 'не'}, {'ADV': 'так'}, {'PART': 'ли'}, {'PUNCT': ','}, {'PROPN': 'думбльдор'}, {'PUNCT': '?'}];что;[{'PRON': 'что'}]
